year,month,day,week,high_temp_2,high_temp_1,average,actual
2019,11,09,Sat,18,17,14.3,13
2019,11,10,Sun,17,13,13.4,17
2019,11,11,Mon,13,17,14.1,17
2019,11,12,Tue,17,17,13.4,14
2019,11,13,Wed,17,14,14.0,14
2019,11,14,Thu,14,14,13.8,18
2019,11,15,Fri,14,18,13.1,17
2019,11,16,Sat,18,17,12.9,17
2019,11,17,Sun,17,17,12.0,11
2019,11,18,Mon,17,11,12.2,11
2019,11,19,Tue,11,11,12.7,11
2019,11,20,Wed,11,11,12.1,10
2019,11,21,Thu,11,10,11.1,12
2019,11,22,Fri,10,12,10.3,12
2019,11,23,Sat,12,12,10.4,13
2019,11,24,Sun,12,13,9.7,8
2019,11,25,Mon,13,8,10.7,6
2019,11,26,Tue,8,6,11.1,6
2019,11,27,Wed,6,6,10.2,7
2019,11,28,Thu,6,7,9.8,6
2019,11,29,Fri,7,6,9.3,5
2019,11,30,Sat,6,5,9.7,5
2019,12,01,Sun,5,5,9.7,8
2019,12,02,Mon,5,8,9.8,8
2019,12,03,Tue,8,8,9.7,9
2019,12,04,Wed,8,9,9.1,10
2019,12,05,Thu,9,10,8.6,9
2019,12,06,Fri,10,9,8.7,8
2019,12,07,Sat,9,8,8.2,9
2019,12,08,Sun,8,9,8.6,12
2019,12,09,Mon,9,12,7.1,13
2019,12,10,Tue,12,13,7.3,13
2019,12,11,Wed,13,13,6.4,10
2019,12,12,Thu,13,10,6.2,9
2019,12,13,Fri,10,9,6.6,10
2019,12,14,Sat,9,10,6.6,9
2019,12,15,Sun,10,9,6.8,4
2019,12,16,Mon,9,4,7.4,8
2019,12,17,Tue,4,8,6.9,10
2019,12,18,Wed,8,10,7.1,9
2019,12,19,Thu,10,9,6.9,9
2019,12,20,Fri,9,9,6.1,9
2019,12,21,Sat,9,9,5.6,7
2019,12,22,Sun,9,7,6.7,8
2019,12,23,Mon,7,8,5.7,5
2019,12,24,Tue,8,5,5.6,4
2019,12,25,Wed,5,4,5.4,4
2019,12,26,Thu,4,4,6.6,7
2019,12,27,Fri,4,7,6.3,11
2019,12,28,Sat,7,11,5.7,11
2019,12,29,Sun,11,11,6.2,11
2019,12,30,Mon,11,11,6.6,7
2019,12,31,Tue,11,7,6.2,4
2020,01,01,Wed,7,4,5.9,4
2020,01,02,Thu,4,4,5.1,8
2020,01,03,Fri,4,8,4.9,9
2020,01,04,Sat,8,9,5.0,8
2020,01,05,Sun,9,8,3.4,4
2020,01,08,Wed,8,4,3.2,4
2020,01,09,Thu,4,4,3.5,1
2020,01,10,Fri,4,1,4.0,4
2020,01,11,Sat,1,4,5.3,7
2020,01,12,Sun,4,7,5.4,4
2020,01,13,Mon,7,4,5.1,4
2020,01,14,Tue,4,4,4.9,1
2020,01,15,Wed,4,1,4.4,0
2020,01,16,Thu,1,0,4.5,4
2020,01,17,Fri,0,4,5.4,4
2020,01,18,Sat,4,4,4.8,4
2020,01,19,Sun,4,4,5.9,10
2020,01,20,Mon,4,10,5.3,8
2020,01,21,Tue,10,8,6.3,7
2020,01,22,Wed,8,7,7.8,8
2020,01,23,Thu,7,8,5.9,6
2020,01,24,Fri,8,6,4.4,5
2020,01,25,Sat,6,5,6.0,5
2020,01,26,Sun,5,5,4.8,4
2020,01,27,Mon,5,4,4.9,5
2020,01,28,Tue,4,5,5.9,8
2020,01,29,Wed,5,8,5.9,10
2020,01,30,Thu,8,10,5.7,10
2020,01,31,Fri,10,10,5.8,9
2020,02,01,Sat,10,9,6.0,8
2020,02,02,Sun,9,8,7.3,12
2020,02,03,Mon,8,12,8.1,9
2020,02,04,Tue,12,9,9.1,12
2020,02,05,Wed,9,12,8.0,7
2020,02,06,Thu,12,7,6.7,0
2020,02,07,Fri,7,0,6.2,4
2020,02,08,Sat,0,4,6.1,10
2020,02,09,Sun,4,10,5.8,14
2020,02,10,Mon,10,14,6.2,13
2020,02,11,Tue,14,13,7.7,15
2020,02,12,Wed,13,15,8.2,15
2020,02,13,Thu,15,15,8.9,16
2020,02,14,Fri,15,16,7.8,7
2020,02,15,Sat,16,7,8.1,4
2020,02,16,Sun,7,4,8.0,7
2020,02,17,Mon,4,7,7.5,11
2020,02,18,Tue,7,11,7.9,11
2020,02,19,Wed,11,11,10.3,15
2020,02,20,Thu,11,15,9.3,11
2020,02,21,Fri,15,11,9.0,15
2020,02,22,Sat,11,15,9.8,13
2020,02,23,Sun,15,13,11.8,15
2020,02,24,Mon,13,15,12.9,22
2020,02,25,Tue,15,22,12.4,22
2020,02,26,Wed,22,22,11.2,16
2020,02,27,Thu,22,16,10.3,6
2020,02,28,Fri,16,6,10.7,8
2020,02,29,Sat,6,8,11.7,14
2020,03,01,Sun,8,14,11.1,13
2020,03,02,Mon,14,13,11.3,7
2020,03,03,Tue,13,7,13.4,12
2020,03,04,Wed,7,12,13.0,13
2020,03,05,Thu,12,13,12.9,13
2020,03,06,Fri,13,13,13.1,18
2020,03,07,Sat,13,18,13.6,18
2020,03,08,Sun,18,18,14.0,12
2020,03,09,Mon,18,12,14.5,15
2020,03,10,Tue,12,15,13.5,14
2020,03,11,Wed,15,14,15.4,16
2020,03,12,Thu,14,16,16.5,16
2020,03,13,Fri,16,16,15.6,16
2020,03,14,Sat,16,16,16.2,18
2020,03,15,Sun,16,18,16.0,19
2020,03,16,Mon,18,19,16.7,18
2020,03,17,Tue,19,18,17.2,23
2020,03,18,Wed,18,23,17.7,26
2020,03,19,Thu,23,26,17.0,23
2020,03,20,Fri,26,23,17.6,26
2020,03,21,Sat,23,26,16.1,21
2020,03,22,Sun,26,21,17.0,20
2020,03,23,Mon,21,20,17.1,23
2020,03,24,Tue,20,23,17.7,23
2020,03,25,Wed,23,23,19.0,26
2020,03,26,Thu,23,26,20.3,18
2020,03,27,Fri,26,18,19.9,8
2020,03,28,Sat,18,8,21.9,14
2020,03,31,Tue,8,14,21.8,21
2020,04,01,Wed,14,21,21.1,15
2020,04,02,Thu,21,15,19.9,12
2020,04,03,Fri,15,12,19.5,14
2020,04,04,Sat,12,14,19.3,19
2020,04,05,Sun,14,19,19.4,20
2020,04,06,Mon,19,20,19.4,23
2020,04,07,Tue,20,23,21.3,24
2020,04,08,Wed,23,24,22.7,27
2020,04,09,Thu,24,27,21.9,26
2020,04,10,Fri,27,26,20.1,9
2020,04,11,Sat,26,9,21.3,17
2020,04,12,Sun,9,17,19.7,21
2020,04,13,Mon,17,21,22.2,20
2020,04,14,Tue,21,20,24.0,26
2020,04,15,Wed,20,26,24.5,26
2020,04,16,Thu,26,26,24.6,25
2020,04,17,Fri,26,25,25.3,22
2020,04,18,Sat,25,22,24.3,13
2020,04,19,Sun,22,13,23.1,23
2020,04,20,Mon,13,23,20.3,16
2020,04,21,Tue,23,16,22.8,18
2020,04,22,Wed,16,18,23.5,18
2020,04,23,Thu,18,18,24.3,22
2020,04,24,Fri,18,22,25.1,24
2020,04,25,Sat,22,24,25.5,28
2020,04,26,Sun,24,28,26.4,31
2020,04,27,Mon,28,31,26.3,26
2020,04,28,Tue,31,26,26.8,28
2020,04,29,Wed,26,28,28.7,32
2020,04,30,Thu,28,32,27.8,33
2020,05,01,Fri,32,33,26.5,36
2020,05,02,Sat,33,36,26.2,37
2020,05,03,Sun,36,37,25.8,39
2020,05,04,Mon,37,39,27.1,37
2020,05,05,Tue,39,37,26.7,31
2020,05,06,Wed,37,31,25.2,30
2020,05,07,Thu,31,30,24.6,22
2020,05,08,Fri,30,22,26.2,22
2020,05,09,Sat,22,22,25.8,21
2020,05,10,Sun,22,21,25.7,26
2020,05,11,Mon,21,26,27.4,25
2020,05,12,Tue,26,25,26.7,29
2020,05,13,Wed,25,29,26.6,21
2020,05,14,Thu,29,21,25.6,28
2020,05,15,Fri,21,28,28.1,30
2020,05,18,Mon,28,30,29.5,27
2020,05,19,Tue,30,27,29.8,29
2020,05,20,Wed,27,29,28.1,29
2020,05,21,Thu,29,29,28.0,32
2020,05,22,Fri,29,32,27.8,34
2020,05,23,Sat,32,34,28.6,33
2020,05,24,Sun,34,33,27.4,26
2020,05,25,Mon,33,26,28.5,30
2020,05,26,Tue,26,30,29.0,31
2020,05,27,Wed,30,31,28.8,29
2020,05,28,Thu,31,29,27.8,33
2020,05,29,Fri,29,33,27.7,34
2020,05,30,Sat,33,34,29.1,33
2020,05,31,Sun,34,33,29.4,33
2020,06,01,Mon,33,33,30.7,34
2020,06,02,Tue,33,34,31.3,33
2020,06,03,Wed,34,33,31.3,36
2020,06,04,Thu,33,36,30.3,37
2020,06,05,Fri,36,37,30.0,38
2020,06,06,Sat,37,38,33.1,37
2020,06,07,Sun,38,37,32.6,33
2020,06,08,Mon,37,33,30.9,28
2020,06,09,Tue,33,28,29.4,20
2020,06,10,Wed,28,20,33.2,29
2020,06,11,Thu,20,29,32.7,26
2020,06,12,Fri,29,26,32.4,29
2020,06,13,Sat,26,29,33.0,31
2020,06,14,Sun,29,31,33.3,31
2020,06,15,Mon,31,31,31.8,27
2020,06,16,Tue,31,27,31.3,22
2020,06,17,Wed,27,22,32.1,24
2020,06,18,Thu,22,24,32.3,31
2020,06,19,Fri,24,31,32.5,31
2020,06,20,Sat,31,31,30.2,30
2020,06,21,Sun,31,30,29.6,29
2020,06,22,Mon,30,29,30.4,25
2020,06,23,Tue,29,25,31.7,29
2020,06,24,Wed,25,29,30.1,33
2020,06,25,Thu,29,33,32.2,34
2020,06,26,Fri,33,34,30.4,27
2020,06,27,Sat,34,27,30.7,27
2020,06,28,Sun,27,27,31.1,28
2020,06,29,Mon,27,28,32.7,36
2020,06,30,Tue,28,36,32.4,35
2020,07,01,Wed,36,35,33.8,29
2020,07,02,Thu,35,29,33.2,36
2020,07,03,Fri,29,36,32.4,37
2020,07,04,Sat,36,37,32.0,32
2020,07,05,Sun,37,32,32.0,32
2020,07,06,Mon,32,32,32.1,36
2020,07,07,Tue,32,36,33.8,37
2020,07,08,Wed,36,37,32.5,37
2020,07,09,Thu,37,37,30.9,36
2020,07,10,Fri,37,36,31.7,31
2020,07,11,Sat,36,31,31.9,24
2020,07,12,Sun,31,24,32.7,29
2020,07,14,Tue,24,29,32.4,24
2020,07,17,Fri,29,24,32.2,28
2020,07,18,Sat,24,28,31.1,26
2020,07,19,Sun,28,26,33.3,31
2020,07,20,Mon,26,31,34.7,33
2020,07,21,Tue,31,33,33.4,27
2020,07,22,Wed,33,27,32.4,27
2020,07,23,Thu,27,27,33.6,24
2020,07,24,Fri,27,24,33.7,24
2020,07,25,Sat,24,24,34.9,23
2020,07,26,Sun,24,23,34.4,32
2020,07,27,Mon,23,32,36.0,32
2020,07,28,Tue,32,32,35.2,33
2020,07,29,Wed,32,33,32.4,32
2020,07,30,Thu,33,32,34.3,30
2020,07,31,Fri,32,30,33.9,32
2020,08,01,Sat,30,32,33.0,29
2020,08,02,Sun,32,29,33.1,33
2020,08,03,Mon,29,33,33.3,31
2020,08,04,Tue,33,31,32.7,32
2020,08,05,Wed,31,32,33.8,34
2020,08,06,Thu,32,34,32.0,29
2020,08,07,Fri,34,29,30.2,25
2020,08,08,Sat,29,25,31.5,33
2020,08,09,Sun,25,33,31.7,35
2020,08,10,Mon,33,35,33.5,34
2020,08,11,Tue,35,34,33.3,31
2020,08,12,Wed,34,31,33.2,31
2020,08,13,Thu,31,31,33.6,32
2020,08,14,Fri,31,32,32.9,26
2020,08,15,Sat,32,26,33.6,22
2020,08,16,Sun,26,22,32.2,24
2020,08,17,Mon,22,24,31.2,26
2020,08,18,Tue,24,26,30.4,23
2020,08,19,Wed,26,23,30.6,23
2020,08,20,Thu,23,23,30.4,24
2020,08,21,Fri,23,24,30.2,29
2020,08,22,Sat,24,29,29.7,25
2020,08,23,Sun,29,25,30.2,28
2020,08,24,Mon,25,28,31.7,31
2020,08,25,Tue,28,31,29.8,34
2020,08,26,Wed,31,34,29.6,31
2020,08,27,Thu,34,31,30.4,32
2020,08,28,Fri,31,32,30.6,33
2020,08,29,Sat,32,33,30.9,35
2020,08,30,Sun,33,35,29.2,24
2020,08,31,Mon,35,24,29.2,29
2020,09,01,Tue,24,29,27.8,25
2020,09,02,Wed,29,25,28.9,31
2020,09,03,Thu,25,31,28.9,33
2020,09,04,Fri,31,33,28.3,34
2020,09,05,Sat,33,34,26.7,28
2020,09,06,Sun,34,28,27.7,33
2020,09,07,Mon,28,33,28.1,34
2020,09,08,Tue,33,34,26.8,32
2020,09,09,Wed,34,32,25.0,24
2020,09,10,Thu,32,24,25.0,29
2020,09,11,Fri,24,29,25.7,29
2020,09,12,Sat,29,29,26.2,29
2020,09,13,Sun,29,29,24.6,28
2020,09,14,Mon,29,28,24.2,25
2020,09,15,Tue,28,25,25.1,29
2020,09,16,Wed,25,29,23.6,25
2020,09,17,Thu,29,25,24.1,27
2020,09,18,Fri,25,27,24.4,29
2020,09,19,Sat,27,29,23.5,28
2020,09,20,Sun,29,28,24.5,19
2020,09,21,Mon,28,19,25.3,15
2020,09,22,Tue,19,15,25.0,17
2020,09,23,Wed,15,17,24.6,24
2020,09,24,Thu,17,24,24.0,24
2020,09,25,Fri,24,24,23.1,22
2020,09,26,Sat,24,22,23.5,27
2020,09,27,Sun,22,27,22.4,23
2020,09,28,Mon,27,23,23.7,21
2020,09,29,Tue,23,21,24.8,26
2020,09,30,Wed,21,26,24.5,24
2020,10,01,Thu,26,24,23.7,18
2020,10,02,Fri,24,18,23.3,13
2020,10,03,Sat,18,13,22.2,14
2020,10,04,Sun,13,14,21.2,15
2020,10,05,Mon,14,15,21.8,14
2020,10,06,Tue,15,14,20.6,12
2020,10,07,Wed,14,12,21.5,18
2020,10,08,Thu,12,18,20.6,15
2020,10,09,Fri,18,15,20.5,16
2020,10,10,Sat,15,16,20.7,17
2020,10,11,Sun,16,17,19.5,17
2020,10,12,Mon,17,17,20.0,16
2020,10,13,Tue,17,16,19.8,12
2020,10,14,Wed,16,12,20.1,12
2020,10,15,Thu,12,12,17.9,11
2020,10,16,Fri,12,11,19.1,20
2020,10,17,Sat,11,20,20.3,18
2020,10,18,Sun,20,18,20.4,19
2020,10,19,Mon,18,19,20.6,20
2020,10,20,Tue,19,20,20.2,20
2020,10,21,Wed,20,20,20.0,23
2020,10,22,Thu,20,23,19.9,22
2020,10,23,Fri,23,22,19.5,17
2020,10,24,Sat,22,17,17.6,16
2020,10,25,Sun,17,16,17.5,18
2020,10,26,Mon,16,18,16.3,18
2020,10,27,Tue,18,18,16.0,15
2020,10,28,Wed,18,15,16.0,13
2020,10,29,Thu,15,13,15.6,12
2020,10,30,Fri,13,12,16.0,13
2020,10,31,Sat,12,13,15.8,17
